,NOMBRE,EQUIPO,T,DAP,ASI,RE,RF,G,GDDA,GFDA,GCPI,GCPD,GDP,CG,GBP,GPP
,JAILSON MARQUES SIQUEIRA,RC CELTA,1,1,0,3,1,0,0,0,0.00,0.00,0,0.00,0,1
,GORKA RIVERA,GETAFE CF,0,0,0,0,1,0,0,0,0.00,0.00,0,0.00,0,0
,GUILLE FERNÁNDEZ,FC BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,GUILLEM TRILLA,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,HAMARI TRAORÉ,REAL SOCIEDAD,0,0,1,2,1,0,0,0,0.00,0.00,0,0.00,0,0
,HORATIU MOLDOVAN,,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,HUGO DURO,VALENCIA CF,12,6,1,2,7,4,4,0,0.25,0.00,0,0.08,0,1
,HUGO GUILLAMÓN,VALENCIA CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,HUGO NOVOA,DEPORTIVO ALAVÉS,1,0,0,3,5,0,0,0,0.00,0.00,0,0.00,0,0
,HUGO SOTELO,RC CELTA,2,0,0,4,3,0,0,0,0.00,0.00,0,0.00,0,0
,HUGO ÁLVAREZ,RC CELTA,9,6,1,21,30,2,2,0,0.11,0.11,0,0.00,0,0
,HÉCTOR BELLERÍN,REAL BETIS,1,1,1,6,2,0,0,0,0.00,0.00,0,0.00,0,0
,HÉCTOR FORT,FC BARCELONA,1,0,0,2,2,0,0,0,0.00,0.00,0,0.00,0,0
,IAGO ASPAS,RC CELTA,26,14,3,10,7,5,4,1,0.19,0.00,2,0.00,0,0
,IGOR ZUBELDIA,REAL SOCIEDAD,2,2,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,IKER ALMENA,,1,0,1,2,1,0,0,0,0.00,0.00,0,0.00,0,0
,IKER BACHILLER,CD LEGANÉS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,IKER BENITO,CA OSASUNA,0,0,0,0,1,0,0,0,0.00,0.00,0,0.00,0,0
,IKER CÓRDOBA,VALENCIA CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,IKER LOSADA,REAL BETIS,3,1,0,2,4,0,0,0,0.00,0.00,0,0.00,0,0
,IKER MUÑOZ,CA OSASUNA,1,0,0,1,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRAN GARCÍA,REAL MADRID,4,2,0,3,5,0,0,0,0.00,0.00,0,0.00,0,0
,FRANCISCO JAVIER GONZÁLEZ PÉREZ,REAL MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRAN PÉREZ,VALENCIA CF,1,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRANCISCO BARBOSA VIEITES,REAL BETIS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRANCO CERVI,RC CELTA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRENKIE DE JONG,FC BARCELONA,1,1,1,2,2,1,1,0,1.00,0.00,0,0.00,0,0
,FÁBIO DANIEL SOARES SILVA,UD LAS PALMAS,22,13,1,10,19,5,5,0,0.00,0.18,1,0.05,0,0
,GABRIEL MISEHOUY,GIRONA FC,3,2,0,6,3,1,1,0,0.00,0.33,0,0.00,0,0
,PABLO PÁEZ GAVIRA,FC BARCELONA,0,0,0,2,2,0,0,0,0.00,0.00,0,0.00,0,0
,GERARD GUMBAU,RAYO VALLECANO,5,3,1,1,2,0,0,0,0.00,0.00,0,0.00,0,0
,GERARD MARTÍN,FC BARCELONA,0,0,1,0,2,0,0,0,0.00,0.00,0,0.00,0,0
,GERARD MORENO,VILLARREAL CF,8,6,1,4,2,1,1,0,0.13,0.00,1,0.00,0,0
,GERMÁN VALERA,VALENCIA CF,1,1,0,1,2,0,0,0,0.00,0.00,0,0.00,0,0
,GERÓNIMO SPINA,ATLÉTICO DE MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,GIORGI MAMARDASHVILI,VALENCIA CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,GIOVANI LO CELSO,REAL BETIS,18,10,1,11,14,5,3,2,0.28,0.00,1,0.00,0,0
,GIULIANO SIMEONE,ATLÉTICO DE MADRID,3,3,2,8,11,1,1,0,0.00,0.33,0,0.00,0,0
,GONZALO GARCÍA,REAL MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,GONZALO MONTIEL,SEVILLA FC,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,GORKA GURUZETA,ATHLETIC CLUB,18,10,2,5,5,4,4,0,0.00,0.17,0,0.06,0,0
,ENRIC GARCÍA,GIRONA FC,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ENZO BARRENECHEA,VALENCIA CF,3,1,0,1,3,1,1,0,0.33,0.00,0,0.00,0,0
,ENZO BOYOMO,CA OSASUNA,6,2,0,4,0,1,1,0,0.00,0.17,0,0.00,0,0
,ENZO LOIODICE,UD LAS PALMAS,1,0,0,0,2,0,0,0,0.00,0.00,0,0.00,0,0
,ERAY CÖMERT,REAL VALLADOLID CF,6,0,0,2,0,0,0,0,0.00,0.00,0,0.00,0,0
,ERIC BAILLY,VILLARREAL CF,1,0,0,3,0,0,0,0,0.00,0.00,0,0.00,0,0
,ERIC GARCÍA,FC BARCELONA,3,2,1,1,2,0,0,0,0.00,0.00,0,0.00,0,0
,ETIENNE ETO'O PINEDA,RAYO VALLECANO,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,KARL EDOUARD BLAISE ETTA EYONG,VILLARREAL CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FABIO GONZÁLEZ,UD LAS PALMAS,2,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FEDERICO VALVERDE,REAL MADRID,16,11,2,8,5,3,0,3,0.00,0.19,0,0.00,1,0
,FERLAND MENDY,REAL MADRID,0,0,0,1,2,0,0,0,0.00,0.00,0,0.00,0,0
,FERMÍN LÓPEZ,FC BARCELONA,7,2,0,2,5,0,0,0,0.00,0.00,0,0.00,0,0
,FERNANDO CALERO,RCD ESPANYOL DE BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FERNANDO LÓPEZ,RC CELTA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FERNANDO PACHECO,RCD ESPANYOL DE BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FERRAN TORRES,FC BARCELONA,11,7,2,6,1,2,2,0,0.00,0.18,0,0.00,0,0
,FERRÁN RUIZ MARTÍ,GIRONA FC,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,FLORIAN LEJEUNE,RAYO VALLECANO,13,5,1,3,0,0,0,0,0.00,0.00,0,0.00,0,0
,FRAN BELTRÁN,RC CELTA,4,1,0,2,1,1,0,1,0.00,0.25,0,0.00,0,0
,DIEGO LÓPEZ,VALENCIA CF,9,4,1,8,19,2,2,0,0.00,0.11,0,0.11,0,0
,DIEGO RICO,GETAFE CF,5,3,1,4,4,0,0,0,0.00,0.00,0,0.00,0,0
,DIMITRI FOULQUIER,VALENCIA CF,4,1,0,4,9,0,0,0,0.00,0.00,0,0.00,0,0
,DIMITRIOS STAMATAKIS,CA OSASUNA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DINKO HORKAS,UD LAS PALMAS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DJENÉ DAKONAM,GETAFE CF,3,0,0,2,4,0,0,0,0.00,0.00,0,0.00,0,0
,DJIBRIL SOW,SEVILLA FC,6,4,0,0,3,1,1,0,0.00,0.17,0,0.00,0,0
,DJORDJIJE MEDENICA,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DODI LUKÉBAKIO,SEVILLA FC,33,18,0,36,31,6,5,1,0.15,0.03,1,0.00,0,0
,DOMINGOS DE SOUSA COUTINHO MENESES DUARTE,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DOMINIK GREIF,RCD MALLORCA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DONNY VAN DE BEEK,GIRONA FC,3,2,2,4,5,1,0,1,0.00,0.33,0,0.00,0,0
,DÁRIO CASSIA LUÍS ESSUGO,UD LAS PALMAS,7,3,0,8,2,1,0,1,0.00,0.14,0,0.00,0,0
,EDU EXPÓSITO,RCD ESPANYOL DE BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,EDUARDO CAMAVINGA,REAL MADRID,2,0,1,3,2,0,0,0,0.00,0.00,0,0.00,0,0
,EGOITZ ARANA,REAL SOCIEDAD,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,EGOITZ MUÑOZ,DEPORTIVO ALAVÉS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ENDRICK FELIPE MOREIRA DE SOUSA,REAL MADRID,7,3,0,2,2,1,1,0,0.00,0.14,0,0.00,0,0
,ENEKO ORTIZ,DEPORTIVO ALAVÉS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ENRIC FRANQUESA,CD LEGANÉS,3,1,0,9,7,1,1,0,0.33,0.00,0,0.00,0,0
,DANI REQUENA,VILLARREAL CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DANI RODRÍGUEZ,RCD MALLORCA,9,5,4,8,4,3,3,0,0.11,0.11,0,0.11,0,0
,DANI VIVIAN,ATHLETIC CLUB,7,3,0,6,2,2,2,0,0.00,0.29,0,0.00,0,0
,DANIEL LUNA,RCD MALLORCA,0,0,0,1,1,0,0,0,0.00,0.00,0,0.00,0,0
,DARKO BRASANAC,CD LEGANÉS,5,2,2,0,3,1,1,0,0.00,0.20,0,0.00,0,0
,DARWIN MACHÍS,REAL VALLADOLID CF,3,0,0,1,3,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID ARGÜELLES,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID JIMÉNEZ,REAL MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID LÓPEZ,GIRONA FC,3,0,0,5,2,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID OTORBI,VALENCIA CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID SORIA,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DAVID TORRES,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,DAWDA CAMARA,GIRONA FC,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DENIS SUÁREZ,VILLARREAL CF,3,2,0,3,0,0,0,0,0.00,0.00,0,0.00,0,0
,DIEGO AGUADO FACIO,REAL MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DIEGO CONDE,VILLARREAL CF,0,0,1,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DIEGO FERRER,GETAFE CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DIEGO GARCÍA,CD LEGANÉS,5,3,0,0,4,1,1,0,0.00,0.20,0,0.00,0,0
,DIEGO KOCHEN,FC BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DIEGO LLORENTE,REAL BETIS,2,1,0,4,0,0,0,0,0.00,0.00,0,0.00,0,1
,CONOR GALLAGHER,ATLÉTICO DE MADRID,7,2,0,4,7,2,1,1,0.00,0.29,0,0.00,0,0
,JOSÉ MANUEL ARIAS COPETE,RCD MALLORCA,4,2,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CRISTHIAN MOSQUERA,VALENCIA CF,3,1,0,5,3,0,0,0,0.00,0.00,0,0.00,0,0
,CRISTHIAN STUANI,GIRONA FC,10,7,1,2,1,4,4,0,0.00,0.40,2,0.00,0,0
,CYLE LARIN,RCD MALLORCA,11,5,2,2,7,2,2,0,0.00,0.18,0,0.00,0,0
,CÉDRIC BAKAMBU,REAL BETIS,7,3,1,1,2,0,0,0,0.00,0.00,0,0.00,0,0
,CÉSAR AZPILICUETA,ATLÉTICO DE MADRID,2,1,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CÉSAR FERNÁNDEZ,RC CELTA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CÉSAR TÁRREGA,VALENCIA CF,5,2,0,2,0,2,2,0,0.00,0.20,0,0.20,0,0
,CÉSAR DE LA HOZ,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DALEY BLIND,GIRONA FC,1,1,1,7,3,0,0,0,0.00,0.00,0,0.00,0,0
,DALEY SINKGRAVEN,UD LAS PALMAS,0,0,0,1,0,0,0,0,0.00,0.00,0,0.00,0,0
,DAMIÁN RODRÍGUEZ,RC CELTA,0,0,0,0,1,0,0,0,0.00,0.00,0,0.00,0,0
,DANI CARVAJAL,REAL MADRID,2,1,0,2,3,1,1,0,0.00,0.50,0,0.00,0,0
,DANI CEBALLOS,REAL MADRID,0,0,0,3,2,0,0,0,0.00,0.00,0,0.00,0,0
,DANI CÁRDENAS,RAYO VALLECANO,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,DANI GÓMEZ,VALENCIA CF,7,4,0,1,4,1,0,1,0.00,0.14,0,0.00,0,0
,DANI OLMO,FC BARCELONA,16,8,0,12,7,5,4,1,0.06,0.25,0,0.00,0,0
,DANI PAREJO,VILLARREAL CF,5,3,0,6,0,2,2,0,0.20,0.20,1,0.00,0,0
,DANI RABA,CD LEGANÉS,5,3,3,13,6,0,0,0,0.00,0.00,0,0.00,0,0
,BRYAN ZARAGOZA,CA OSASUNA,15,7,5,33,37,1,1,0,0.00,0.07,0,0.00,0,0
,CARL STARFELT,RC CELTA,2,1,0,0,0,1,1,0,0.00,0.00,0,0.50,0,0
,CARLES ALEÑÁ,GETAFE CF,3,1,0,3,1,0,0,0,0.00,0.00,0,0.00,0,0
,CARLES PÉREZ,GETAFE CF,11,4,0,16,22,0,0,0,0.00,0.00,0,0.00,0,0
,CARLOS BENAVÍDEZ,DEPORTIVO ALAVÉS,2,1,1,2,1,1,0,1,0.50,0.00,0,0.00,0,0
,CARLOS DOMÍNGUEZ,RC CELTA,2,1,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,CARLOS GUIRAO,REAL BETIS,0,0,0,1,0,0,0,0,0.00,0.00,0,0.00,0,0
,CARLOS MARTÍN,DEPORTIVO ALAVÉS,7,4,0,2,6,1,1,0,0.00,0.00,0,0.00,0,0
,CARLOS ROMERO,RCD ESPANYOL DE BARCELONA,6,2,1,6,9,1,1,0,0.17,0.00,0,0.00,0,0
,CARLOS VICENTE,DEPORTIVO ALAVÉS,14,8,0,13,31,3,2,1,0.07,0.14,0,0.00,0,0
,JOSÉ LUIS CATALÀ VÁZQUEZ,RCD ESPANYOL DE BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CENK ÖZKACAR,REAL VALLADOLID CF,1,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,JOSÉ MARÍA ANDRES BAIXAULI,REAL MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CHIDERA EJUKE,SEVILLA FC,9,5,0,31,15,1,1,0,0.00,0.11,0,0.00,0,0
,CHIMY ÁVILA,REAL BETIS,14,8,0,3,4,2,1,1,0.07,0.07,0,0.00,0,0
,FRANCISCO JORGE TAVARES OLIVEIRA,RCD MALLORCA,3,2,0,4,7,0,0,0,0.00,0.00,0,0.00,0,0
,CHRISTANTUS UCHE,GETAFE CF,12,5,0,18,22,1,1,0,0.00,0.00,0,0.08,0,0
,IVÁN CANTALEJO,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,CLÉMENT LENGLET,ATLÉTICO DE MADRID,3,1,0,1,0,1,1,0,0.33,0.00,0,0.00,0,0
,COBA DA COSTA,GETAFE CF,1,1,0,1,1,0,0,0,0.00,0.00,0,0.00,0,0
,ARNAU SOLÀ,VILLARREAL CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ARNAUT DANJUMA,GIRONA FC,14,8,0,9,23,2,2,0,0.07,0.07,0,0.00,0,0
,ARTHUR VERMEEREN,RB LEIPZIG,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ASIER VILLALIBRE,DEPORTIVO ALAVÉS,4,2,0,0,1,1,1,0,0.25,0.00,1,0.00,0,0
,ASSANE DIAO,REAL BETIS,4,0,2,2,7,0,0,0,0.00,0.00,0,0.00,0,0
,AUGUSTO BATALLA,RAYO VALLECANO,0,0,0,1,0,0,0,0,0.00,0.00,0,0.00,0,0
,AURÉLIEN TCHOUAMÉNI,REAL MADRID,5,0,0,4,2,0,0,0,0.00,0.00,0,0.00,0,0
,AXEL WITSEL,ATLÉTICO DE MADRID,0,0,1,1,0,0,0,0,0.00,0.00,0,0.00,0,0
,AYOZE PÉREZ,VILLARREAL CF,15,7,0,9,6,7,6,1,0.07,0.27,0,0.13,0,0
,BENITO RAMÍREZ,UD LAS PALMAS,2,0,0,0,4,0,0,0,0.00,0.00,0,0.00,0,0
,BERTUG YILDIRIM,GETAFE CF,11,5,0,4,4,1,1,0,0.00,0.00,0,0.09,0,0
,BEÑAT PRADOS,ATHLETIC CLUB,6,4,0,3,5,1,1,0,0.00,0.00,0,0.17,0,0
,BEÑAT TURRIENTES,REAL SOCIEDAD,4,1,0,5,5,0,0,0,0.00,0.00,0,0.00,0,0
,BOJAN MIOVSKI,GIRONA FC,6,4,1,1,1,2,2,0,0.33,0.00,0,0.00,0,0
,BORJA IGLESIAS,RC CELTA,13,10,0,7,5,4,4,0,0.08,0.15,0,0.08,0,0
,BORJA MAYORAL,GETAFE CF,3,2,0,3,0,1,1,0,0.00,0.33,1,0.00,0,0
,BRAHIM DÍAZ,REAL MADRID,3,2,2,10,5,1,1,0,0.33,0.00,0,0.00,0,0
,BRAIS MÉNDEZ,REAL SOCIEDAD,14,6,1,3,12,1,1,0,0.00,0.07,0,0.00,0,0
,BRIAN OLIVÁN,RCD ESPANYOL DE BARCELONA,1,1,1,0,1,0,0,0,0.00,0.00,0,0.00,0,0
,BRYAN GIL,GIRONA FC,14,8,3,23,23,2,2,0,0.14,0.00,0,0.00,0,0
,ANDRÉ FILIPE MAGALHÃES RIBEIRO FERREIRA,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANDRÉS CUENCA,FC BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANSU FATI,FC BARCELONA,4,3,0,2,2,0,0,0,0.00,0.00,0,0.00,0,0
,ANTE BUDIMIR,CA OSASUNA,31,14,1,6,8,9,9,0,0.19,0.00,4,0.10,0,0
,ANTOINE GRIEZMANN,ATLÉTICO DE MADRID,15,9,4,7,7,5,4,1,0.33,0.00,1,0.00,1,0
,ANTONIO BLANCO,DEPORTIVO ALAVÉS,6,1,1,6,2,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO ESPIGARES,VILLARREAL CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO GOMIS,ATLÉTICO DE MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO RAÍLLO,RCD MALLORCA,12,3,0,2,1,1,1,0,0.00,0.00,0,0.00,0,0
,ANTONIO RÜDIGER,REAL MADRID,8,2,0,2,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO SIVERA,DEPORTIVO ALAVÉS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,ANTONIO SÁNCHEZ,RCD MALLORCA,4,1,0,4,3,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIU ROCA,RCD ESPANYOL DE BARCELONA,1,0,0,2,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANUAR TUHAMI,REAL VALLADOLID CF,3,2,0,0,2,1,1,0,0.00,0.33,0,0.00,0,0
,ARDA GÜLER,REAL MADRID,8,7,1,9,8,0,0,0,0.00,0.00,0,0.00,0,0
,ARIDANE HERNÁNDEZ,RAYO VALLECANO,2,1,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,ARITZ ARAMBARRI,SD EIBAR,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ARITZ ELUSTONDO,REAL SOCIEDAD,1,0,0,0,2,0,0,0,0.00,0.00,0,0.00,0,0
,ARNAU MARTÍNEZ,GIRONA FC,4,2,1,6,4,1,1,0,0.00,0.00,0,0.25,0,0
,ARNAU RAFÚS,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANDRÉ FILIPE MAGALHÃES RIBEIRO FERREIRA,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANDRÉS CUENCA,FC BARCELONA,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANSU FATI,FC BARCELONA,4,3,0,2,2,0,0,0,0.00,0.00,0,0.00,0,0
,ANTE BUDIMIR,CA OSASUNA,31,14,1,6,8,9,9,0,0.19,0.00,4,0.10,0,0
,ANTOINE GRIEZMANN,ATLÉTICO DE MADRID,15,9,4,7,7,5,4,1,0.33,0.00,1,0.00,1,0
,ANTONIO BLANCO,DEPORTIVO ALAVÉS,6,1,1,6,2,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO ESPIGARES,VILLARREAL CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO GOMIS,ATLÉTICO DE MADRID,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO RAÍLLO,RCD MALLORCA,12,3,0,2,1,1,1,0,0.00,0.00,0,0.00,0,0
,ANTONIO RÜDIGER,REAL MADRID,8,2,0,2,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIO SIVERA,DEPORTIVO ALAVÉS,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,ANTONIO SÁNCHEZ,RCD MALLORCA,4,1,0,4,3,0,0,0,0.00,0.00,0,0.00,0,0
,ANTONIU ROCA,RCD ESPANYOL DE BARCELONA,1,0,0,2,0,0,0,0,0.00,0.00,0,0.00,0,0
,ANUAR TUHAMI,REAL VALLADOLID CF,3,2,0,0,2,1,1,0,0.00,0.33,0,0.00,0,0
,ARDA GÜLER,REAL MADRID,8,7,1,9,8,0,0,0,0.00,0.00,0,0.00,0,0
,ARIDANE HERNÁNDEZ,RAYO VALLECANO,2,1,0,0,0,0,0,0,0.00,0.00,0,0.00,0,1
,ARITZ ARAMBARRI,SD EIBAR,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
,ARITZ ELUSTONDO,REAL SOCIEDAD,1,0,0,0,2,0,0,0,0.00,0.00,0,0.00,0,0
,ARNAU MARTÍNEZ,GIRONA FC,4,2,1,6,4,1,1,0,0.00,0.00,0,0.25,0,0
,ARNAU RAFÚS,REAL VALLADOLID CF,0,0,0,0,0,0,0,0,0.00,0.00,0,0.00,0,0
